address,category,cost,delivery,direction,history,mainDish,menu,offDay,openTime,parking,reservation,scoreByFoodie,scoreByTaste,surtax,tel,title,url
서울특별시 성북구 성북동 350-17,서울특별시성북구|디저트|케이크,1만원 내외,없음,성너머집 방향 성북동 주암아파트 인근,"제이스케이크 (J's Cake ) - 케이크 아티스트 전미경씨가 운영하는 수제 케이크 전문점.
 
  정통 홈메이드 방식의 케이크를 맛볼 수 있는 곳으로, 케이크 아티스트 전미경 씨가 운영하는 디저트 카페 겸 맞춤 케이크 전문점이다. 유기농 밀가루만 고집하고 매일 매장에서 직접 구워서 만든다. 주인 전미경 씨는 설치미술가 사사(44), 작가 박미나  등과 함께 전시를 하면서 케이크 아티스트라는 명예로운 별칭을 얻었다. 
 
[ 성너머집 방향 성북동 주암아파트 인근 ] 도로명 주소 : 서울특별시 성북구 성북로31길 85-5",케이크·스노우쇼콜라,"조각 케이크 (7천5백원), 커피 (6천원)",연중무휴,10:00~23:00,주차불가,가능,에피큐어평점 [없음],오감평점 [4점],,02-742-4810,제이스케이크 (J's Cake ),http://www.jscake.com
서울특별시 마포구 서교동 478-3,서울특별시마포구|양식|프랑스식,2~4만원,없음,"망원역 1번 출구로 나와 작진하다 성산초교 교차로에서 첫 번째 골목으로 좌회전, 서교동주민센터 옆","쉐시몽 - 심순철 오너 셰프가 운영하는 프렌치 비스트로.
 
 르꼬르동 블루 출신으로 파크 하얏트에서 근무한 심순철 오너 셰프가 운영하는 작고 아담한 프렌치 비스트로로 간결하면서도 모던한 프렌치가 특징이다. 삼청동에서 지금의 자리로 이전해 왔으며, 무엇보다 오너 셰프 레스토랑 다운 정성이 묻어나는 음식들을 만날 수 있어 일반적인 레스토랑과는 만족도가 다를수 밖에 없다. 예약제로만 운영되고 있으며, 주문은 코스로만 가능하다. 
 
[ 망원역 1번 출구로 나와 작진하다 성산초교 교차로에서 첫 번째 골목으로 좌회전, 서교동주민센터 옆 ]도로명 주소 : 서울 마포구 월드컵로10길 48",점심코스· 저녁코스,"코스메뉴 (1인 4만원, 7만원)",비정기적 휴무,12:00~15:00/18:00~22:00,주차불가,예약제,에피큐어평점 [A],오감평점 [5점],,02-730-1045,쉐시몽 (Chez Simon),http://blog.naver.com/chezsimon
서울특별시 중구 남대문로 5가 395,서울특별시중구|양식|이탈리아식,5~10만원,없음,밀레니엄 서울 힐튼 내,"일폰테 (Il Ponte) - 힐튼호텔 내 위치한 이탈리안 레스토랑.
 
 국내 호텔업계 최초이자 서울에서 가장 오래된 이탈리안 레스토랑 중의 하 나로, 이탈리아인 셰프 아니타 비디니 씨가 주방을 책임지고 있다. 조리하는 과정을 직접 지켜볼 수 있는 오픈 키친에 눈길을 끌기에 충분한 고급스런 장식과 식기는 몰론이고, 역사와 전통 만큼이나 수준 있는 맛과 서비스를 경험할 수 있다. 10명까지 식사가 가능한 소규모 별실과 총 50명 규모의 모임이나 행사를 치를 수 있는 ‘리알토(Rialto)’가 마련되어 있다. 
 
[ 밀레니엄 서울 힐튼 내 ]도로명 주소 : 서울특별시 중구 소월로 50 힐튼호텔",,"메인 (5만원~10만8천원), 파스타 (2만8천원~4만1천원), 피자(3만2천원~4만1천원)",연중무휴,11:30~14:30/18:00~22:00,주차가능,가능,에피큐어평점 [AA],오감평점 [0점],,02-317-3270,일폰테 (Il Ponte),
경기도 성남시 분당구 정자동 9,경기도성남시|중식|퓨전중식,2~4만원,없음,정자역 현대아이파크 1층,"쿠얼라이 - 캐주얼 풍의 중식당
 
 캐주얼 풍의 퓨전중식을 표방하는 곳으로, 연인이나 친구끼리 오붓한 시간을 보낼 수 있는 장소로 적합하다. ‘이리 오라’고 할 때 쓰는 북경어로 ‘궐라이’(Guolai)에서 Q자를 쓰면 더 글씨가 예쁠 것 같아 G자만 Q자로 바꾼 것인데, 중국 영화에도 자주 쓰이고 친구들끼리 편하게 하는 말처럼 ‘손님들이 자주 오시라’는 뜻을 담았다고 한다. 식사 메뉴와 달콤한 크림 소스의 중새우크림, 데리야키 소스에 청양고추가 어울어진 유린기가 인기다.
 
[ 정자역 현대아이파크 1층 ]도로명 주소 : 경기 성남시 분당구 정자일로 239",중새우크림· 유린기,"짜장면 (6천원), 유린기 (2만4천원, 3만3천원), 크림새우 (2만6천원부터), 런치 (1만8천원~4만원)",명절휴무,11:30~15:00/17:30~22:00,주차가능,가능,에피큐어평점 [없음],오감평점 [0점],,031-785-2268,현재폐점-쿠얼라이,
서울특별시 종로구 소격동 59-1,서울특별시종로구|양식|프랑스식,5~10만원,없음,"경북궁 앞 화랑거리 끝지점 국제화랑 2, 3층에 위치","더레스토랑 - 아베 코이치(Abe Koichi)의 예술적 감각이 돋보이는 메뉴로 일본식 프렌치&amp;이탈리안. 
 
   일본인 셰프 아베 코이치(Abe Koichi)가 만드는 일본식 프렌치&amp;이탈리안을 즐길 수 있다. 세계적인 거장들의 전시로 유명한 국제화랑의 명성 만큼이나 유명세를 가지고 나름의 팬들을 확보하고 있는 레스토랑으로, 국제화랑의 모던한 전시공간이 그대로 연결된 전시장 같은 내부 공간이 인상적이다. 1988년에 개발하여 20년이 넘었다는 '차가운 사과 크림 수프(Apple Potage - Chef Abe's Special Since 1988)'는 더 레스토랑의 상징일 정도로 소문난 대표 에피타이저가 되었다. 아베의 예술적 감각이 돋보이는 메뉴로 가득한 이곳은 해물과 육류의 신선함이 그대로 살아있는 창의적인 요리들을 만날 수 있으며, 디저트로는 요구르트 치즈케잌이 인기다. 디너에 비해 저렴한 런치를 이용하는 것도 좋은 방법. 
 
[ 경북궁 앞 화랑거리 끝지점 국제화랑 2, 3층에 위치 ]
 도로명 주소 : 서울 종로구 삼청로 54",,"런치코스 (4만4천원~11만원), 디너코스 (8만8천원~16만5천원), 고기요리 (런치 4만9천5백원~5만9천5백원, 디너 7만1천5백원~8만1천5백원)",명정휴무,12:00~15:00/18:00~22:00,주차가능,가능,에피큐어평점 [AA],오감평점 [5점],,02-735-8441,더레스토랑 (The Restaurant),http://www.the-restaurant.co.kr
서울특별시 종로구 소격동 144,서울특별시종로구|중식|중식만두,1만원 내외,없음,"안국역 1번 출구 풍문여고 골목, 소격동 정독도서관 앞 아트선재 센터 옆","천진포자 - 서태후가 즐겼다는 주머니 모양의 텐진식 만두집.
 
 중국의 여황제 서태후가 공물로 바친 만두를 먹고 반했다 해서 더욱 유명해진 천진포자(톈진빠오즈:天津包子)는 북경에서 조금 떨어진 중국에서도 만두로 유명한 텐진지방의 만두를 말한다. 주머니 같이 생긴 만두를 '포자'라고 하는데 만두를 베어 물었을 때 흘러나오는 향과 육즙이 특징이다. 중국 현지에서 온 20년 넘은 경력의 포자 전문가와 40년이 다 되어가는 특급요리사 두 명의 중국인이 만들어 본토 현지의 포자맛 그대로를 서울에서 맛볼 수 있다. 가격까지 저렴하여 방문자들의 만족도가 높은 집이다. 바로 옆에 천진포자에서 같이 운영하는 면관이 있다.
 
[ 안국역 1번 출구 풍문여고 골목, 소격동 정독도서관 앞 아트선재 센터 옆  ]",,"고기만두 (6천원), 부추만두 (6천원), 삼선 해물만두 (6천원)",연중무휴,10:00~22:00,주차불가,불가능,에피큐어평점 [없음],오감평점 [5점],,02-739-6086,천진포자 (天津包子),
서울특별시 종로구 삼청동 63-28,서울특별시종로구|양식|미국식,2~4만원,없음,삼청동길 청수정 맞은편,"쿡앤하임 (Cook'n Heim) - '요리를 만드는 집'이라는 의미의 자연주의 레스토랑.
 
 건강을 주요 컨셉으로 자연주의 만을 고집한 오리지널 라이프 식단을 즐길 수 있는 곳으로, 일체의 MSG나 시판용 제품을 사용하지 않는다. 양질의 고기를 사용여 녹차와 허브, 와인으로 숙성시킨 수제 패티를 기본으로, 기존 햄버그 형태의 뉴욕스타일과 직접 구운 포카차빵을 사용한 이탈리안스타일 두가지 버전의 수제버거와 파인애플을 곁들인 상큼한 맛의 햄버거 스테이크로 유명하다. 피프틴 갤러리를 함께 운영하고 있는데, 큐레이터 출신의 이려은 대표가 매년 작가들을 선정해 작품을 전시하고 있다.
 
[ 삼청동길 청수정 맞은편 ]도로명 주 소 : 서울특별시 종로구 삼청로 90-1",수제햄버거,"버거 (8천5백원~1만6천원), 오일파스타 (1만3천원~1만6천원), 새우게살파스타 (1만5천원), 스테이크 (2만5천원~2만9천원)",명절당일 휴무,12:00-22:00,주차불가,가능,에피큐어평점 [없음],오감평점 [0점],,02-733-1109,현재폐점-쿡앤하임,http://geleryfifteen.co.kr
서울특별시 종로구 소격동 122-3,서울특별시종로구|한식|한정식,2~4만원,없음,"경복궁 국립민속박물관 정문에서 선재아트쪽 길, 소격동 국군수도병원 건너편","큰기와집 - 정갈하고 전통있는 반가(班家) 음식을 전문으로 내는 집.
 
  대대로 내려오는 요리비법에 기초한 정갈하고 전통있는 반가(班家)음식 전문점으로 간장게장이 유명하다. 백령도 부근에서 잡히는 최고급 북방게를 7년 숙성 자연간장으로 맛을 낸 135만원(3kg)짜리 명품간장게장을 선보여 화제가 되기도 했던 이집의 간장게장은 청주 한씨 가문의 300년 비법이 담긴 맛 이라고 설명하고 있다. 간장게장 외에도 전복갈비찜, 장어구이 등이 인기 메뉴이며, 여러가지 다양한 한식 메뉴도 있다. 모든 음식은 유기중에서도 가장 질이 좋은 방자유기를 사용하여 정갈하게 담아 나온다.
 
[ 경복궁 국립민속박물관 정문에서 선재아트쪽 길, 소격동 국군수도병원 건너편 ]도로명 주소 : 서울특별시 종로구 북촌로5길 62",간장게장,"간장게장 (4만원, 5만5천원), 꽃게장비빔밥 (3만원), 양념꽃게무침 (3만2천원)",명절휴무,12:00~15:30/17:00~21:30,주차가능,가능,에피큐어평점 [A],오감평점 [0점],,02-722-9024,큰기와집,http://mini.bemeal.com/woorinim
서울특별시 종로구 사간동 109,서울특별시종로구|펍앤바|와인바,10만원이상,없음,경복궁역 5번 출구 삼청동길 입구 사간동 갤러리 현대 뒤,"두가헌 - 100년 된 전통 한옥에서 고급스럽고 운치있게 와인을 즐길 수 있는 곳.
 
  유홍준 문화재청장이 당호로 지은 '빼어난 아름다움을 간직한 집'이란 뜻의 두가헌(斗佳軒)은  갤러리 현대가 30년간 방치된 건물을 원불교로 부터 인수하고, 건축가 최욱 씨가 문화적 가치를 유지하면서도 한옥의 전통 문법을 깬 디자인으로 개조하여 갤러리 기능을 겸한 와인과 유러피안 퀴진이 가능한 프로그램으로 계획된 공간이다. Wine &amp; Art 란 컨셉으로, 전통 한옥의 공간 속에서 미술문화와 와인이 어우러진 세련미 넘치는 조합에 파인 다이닝이 가능하게 만들었다. 
 
 1910년대의 전통적인 구한발 궁중 부속 건물에서 서양의 대표적 문화인 와인을 맛볼 수 있다는 매력 외에도 고종의 후궁이었던 엄비가 생활한 100년 된 전통 한옥의 품격과 러시아식 2층 건물이 독특한 분위기를 자아내는 역사적인 장소로도 유명하다. 전통적인 멋스러움에 현대의 모던함이 가장 이상적으로 어우러진 공간으로 조용한 분위기에서 고급스럽고 운치있게 와인을 즐길 수 있다. 400여종에 이르는 와인리스트에도 놀라지만 포도의 품종별로 구분된 와인리스트가 인상적이며, 저가의 와인은 다른 와인바보다 조금 비싸고, 고가의 와인일수록 싸게 책정되어 있는 구조가 특징이다. 프랑스식이 가미된 식사메뉴가 훌륭하고, 주말데이트 장소로는 최고의 품격이라고 생각되는 장소. 2004년 개업.
 
[ 경복궁역 5번 출구 삼청동길 입구 사간동 갤러리 현대 뒤 ]도로명 주소 : 서울 종로구 삼청로 14",,"런치코스 (3만9천원, 5만8천원, 7만8천원), 디너코스 (11만8천원, 13만8천원, 15만원)",매주 일요일· 명절 휴무,12:00~14:30/18:00~22:00,주차가능,가능,에피큐어평점 [AA],오감평점 [5점],,02-3210-2100,두가헌 (斗佳軒),http://www.dugahun.com
서울특별시 종로구 팔판동 104-8,서울특별시종로구|양식|프랑스식,5~10만원,없음,삼청동길 우리은행 뒷골목,"아따블르 (A Table) - 프랑스 가정식요리를 표방하는 테이블 6개의 가정식 레스토랑. 
 
 테이블 6개의 프랑스식 가정요리를 표방하는 레스토랑으로, 김병길 오너 셰프가 매일 아침 시장에서 직접 고른 신선한 재료를 이용해 기본에 충실한 코스를 선보이고 있다. 국내에서 구할 수 있는 재료들을 그날 또는 그 계절에 맞게 메뉴를 선보이는 방식이라 메뉴 구성에 따라 개인 피드백이 달라지는 것이 흠이지만, 코스가 나올 때마다 요리의 모든 과정을 김셰프가 직접 친절히 설명해주기 때문에 방문자들의 반응이나 만족도는 높은 편이다. 
 
[ 삼청동길 우리은행 뒷골목 ]
 
도로명 주소 : 서울특별시 종로구 팔판길 29",점심코스· 저녁코스,"점심코스 (1인 4만원), 저녁코스 (1인 6만9천원)",일요일· 명절휴무,12:00~15:00/18:00~21:00,주차불가,예약제,에피큐어평점 [A],오감평점 [0점],,02-736-1048,아따블르 (A Table),
서울특별시 종로구 팔판동 100-4,서울특별시종로구|양식|프랑스식,2~4만원,없음,아 따블르에서 남쪽으로 조금 내려오면 우측,"아따블르비스 (A Table Biz) - 프랑스 남부 해산물 요리인 부야베스를 즐길 수 있는 프렌치 비스트로. 
 
이름에서 알 수 있듯이 인기있는 프렌치 레스토랑 '아 따블르'(A Table)에서 운영하는 자매점으로 아 따블르가 코스요리로만 운영되고 좀 더 격식이 있는 반면 여기는 부야베스를 중심으로 단품요리가 추가 되는 비스트로 개념이다. 프랑스 남부지방에서 많이 먹는 해산물 요리인 부야베스로 유명했던 아 미디가 문을 닫고 아 따블르란 이름으로 재 오픈했다.
 
프랑스 항구도시 마르세이유의 명물 요리인 부야베스는 감자와 콩, 토마토, 새우, 홍합, 샤프란 등 20여 가지 재료를 무쇠냄비에 넣고 끓인 국물 요리로 만드는 데 이틀 정도 걸린다. 달착지근하면서 매콤한 국물 맛이 언뜻 카레를 연상시키기도 하는데, 프랑스인들 아주 좋아하는 요리다.국내에선 유일하게 이곳에만 있는 메뉴인 카술레는 프랑스인들의 소울푸드 같은 음식으로, 프랑스산 콩과 오리 꽁피에 직접 절인 돼지고기 ‘프티 살레’ 등을 넣은 랑그독 지역의 요리. 소꼬리와 사태, 갈비 등을 여러 야채와 함께 뭉근히 끓여낸 맑은 국물 요리 ‘포 토 푸’와 니스식 샐러드, 부르고뉴식 달팽이요리, 프로방스식의 홍합 그라티네, 리옹식 양파 수프 등 다양한 프랑스의 지방 요리들을 갖추고 있다. 
 
[ 삼청동 우리은행 뒷골목 아 따블르에서 남쪽으로 조금 내려오면 우측에 위치 ] 
 
도로명 주소 : 서울특별시 종로구 삼청로5길 20",부야베스,,일요일·명절 휴무,12:00~15:00/18:30~22:30,가능하지 않음,가능,에피큐어평점 [없음],오감평점 [5점],,02-736-1049,현재폐점-아따블르비스,
서울특별시 종로구 소격동 84,서울특별시종로구|한식|면류,1만원 내외,없음,"경복궁 국립민속박물관 정문에서 선재아트쪽 길, 소격동 국군수도병원 건너편","황생가칼국수 - 만두와 보쌈이 유명한 현대식 인테리어의 칼국수집.
 
 경복궁 앞 북촌마을에 위치한 칼국수집으로, 사골육수로 만든 칼국수와 손수 빚은 왕만두, 만두가 들어간 버섯전골 그리고 보쌈이 인기 메뉴이며 평일에 방문해도 줄을 서서 기다릴 정도로 사람들이 붐빈다. 칼국수가 전문인 만큼 칼국수도 좋지만 만두와 보쌈이 더 유명한 집이다. 숙주나물, 두부, 돼지고기가 듬뿍 들어간 왕만두, 굴김치와 함께 나오는 보쌈이 일품이며, 에피큐어들의 평이 좋다. 곁반찬으로 나오는 백김치도 훌륭하다.
 
[ 경복궁 국립민속박물관 정문에서 선재아트쪽 길, 소격동 국군수도병원 건너편 ]도로명 주소 : 서울 종로구 북촌로5길 78",왕만두· 만두버섯전골· 보쌈,"사골칼국수,왕만두국, 왕만두 (각 8천원), 콩국수 (1만원), 만두전골 (1만4천원), 모듬전 (2만5천원, 3만5천원), 보쌈 (2만8천원, 3만8천원), 수육 (3만3천원, 4만3천원), 백수육 (3만8천원, 4만8천원)",명절휴무,11:00~21:30,주차가능,가능,에피큐어평점 [없음],오감평점 [0점],,02-739-6334,황생가칼국수 (구 북촌칼국수),
서울특별시 종로구 삼청동 2,서울특별시종로구|한식|일반한식,1만원 내외,없음,삼청공원을 지나 삼청동 칠보사 앞 골목,"고향보리밥 - 구석진 골목에 간판 없는 보리밥집.  삼청동 끝자락의 골목 깊숙이 위치한 20여 년 전통의 보리밥집으로, 주인 임정순 할머니의 소문난 손맛과 소박하지만 모자람 없는 상차림을 내는 곳이다. 12가지 채소가 올려진 유기그릇에 고슬하고 탱글탱글한 꽁보리밥을 넣고 된장, 고추장을 반스푼씩 넣어 쓱쓱 비벼 걸쭉한 된장찌개와 열무김치를 곁들여 먹으면 그 야말로 별미다. 해남에서 재배했다는 노란 기장밥을 섞어도 좋고, 할머니의 공력이 느껴지는 사골 우거지국을 곁들이면 정찬이 부럽지 않다. 구석진 골목에 간판도 제대로 없지만 하루 평균 100~200명의 손님이 다녀가는 보리밥집이다.  [ 삼청공원을 지나 삼청동 칠보사 앞 골목 ]도로명 주소 : 서울 종로구 삼청동 2-8",고향보리밥· 녹두전,"고향보리밥 (7천원), 녹두전, 도토리묵 (각 1만원), 북어찜 (1만5천원), 꽃게무침 (2만원)",연중무휴,11:00~21:00,주차불가,가능,에피큐어평점 [없음],오감평점 [0점],,02-720-9715,고향보리밥,
서울특별시 종로구 안국동 175-21,서울특별시종로구|한식|일반한식,1만원 내외,없음,안국역 1번 출구 풍문여고와 덕성여고 사잇길 주택가,"별궁식당 - 무주 구천동에서 생산한 우리콩으로 띄운 잘 다듬어진 청국장.
 
 1973년 부터 분식집을 운영하던 진성일, 김선옥 부부가 무주의 장모님에게서 전수받은 냄새없는 청국장으로 2001년 별궁식당을 열었다. 무주 구천동에서 생산한 우리콩으로 식당 옆 발효실에서 직접 청국장을 띄우고 국산 들깨를 곱게 빻아 베주머니에 짠 국물을 사용해 고소하고 깔끔하며 순한 맛이 특징이다. 들깨국물이 비법인 청국장은 구린 냄새가 나지 않으면서 부드럽고 고소하고 순한 맛으로 사직동의 사직분식, 신사동의 전주식당과 함께 청국장에 관한 한 인지도를 가진 집으로 자리를 잡았다. 청국장 치고는 비싼 가격대가 조금은 아쉽지만 제대로 된 청국장을 맛볼 수 있다. 된장이나 간재미회도 인기이다.
 
[ 안국역 1번 출구 풍문여고와 덕성여고 사잇길 주택가 ]도로명 주소 : 서울 종로구 윤보선길 19-16",정국장· 간재미회· 도토리묵,"청국장 (8천원), 된장찌개 (8천원), 도토리묵 (1만원), 간재미회 (2만원)",매주 일요일· 명절휴무,11:00~15:00/17:00~21:00,주차불가,가능,에피큐어평점 [A],오감평점 [5점],,02-736-2176,별궁식당,
